datetime,temperature,humidity,pressure,windspeed
2012-10-01,289.41664241845456,83.0,1009.7272727272727,1.6363636363636365
2012-10-02,292.9583059815,65.95833333333333,1011.25,1.7083333333333333
2012-10-03,296.9291666666667,47.083333333333336,1011.0416666666666,2.375
2012-10-04,295.6870833333333,60.166666666666664,1010.5833333333334,2.7916666666666665
2012-10-05,290.6354166666667,69.66666666666667,1015.0416666666666,2.125
2012-10-06,290.0104166666667,73.54166666666667,1018.4583333333334,3.0833333333333335
2012-10-07,289.57375,71.58333333333333,1017.4166666666666,3.0416666666666665
2012-10-08,288.5104166666667,72.04166666666667,1016.5,4.291666666666667
2012-10-09,288.3497916666667,74.20833333333333,1015.875,3.3333333333333335
2012-10-10,288.50624999999997,74.5,1016.5833333333334,2.125
2012-10-11,289.8620833333333,68.41666666666667,1014.125,3.375
2012-10-12,287.005,71.16666666666667,1013.7916666666666,4.041666666666667
2012-10-13,287.5129166666667,70.54166666666667,1016.6666666666666,3.2916666666666665
2012-10-14,287.4870833333333,68.875,1024.0416666666667,1.9166666666666667
2012-10-15,289.60375,81.20833333333333,1022.5,3.5416666666666665
2012-10-16,290.27375,83.70833333333333,1018.4583333333334,3.875
2012-10-17,292.6875,76.54166666666667,1014.9583333333334,5.166666666666667
2012-10-18,292.12666666666667,66.66666666666667,1012.3333333333334,2.1666666666666665
2012-10-19,293.59875,45.041666666666664,1012.5,2.2916666666666665
2012-10-20,292.5075,72.625,1016.3333333333334,3.6666666666666665
2012-10-21,288.9160416666667,76.08333333333333,1012.5416666666666,5.791666666666667
2012-10-22,286.7235416666667,61.791666666666664,1011.9583333333334,6.0
2012-10-23,286.5466666666667,72.375,1010.7083333333334,4.625
2012-10-24,285.96541666666667,65.41666666666667,1015.25,2.7083333333333335
2012-10-25,286.2560416666667,67.125,1018.2083333333334,3.4583333333333335
2012-10-26,287.1404166666667,69.58333333333333,1022.75,2.1666666666666665
2012-10-27,287.22041666666667,60.0,1023.0,1.5416666666666667
2012-10-28,289.6466666666667,71.83333333333333,1018.4166666666666,2.4166666666666665
2012-10-29,290.52333333333337,73.45833333333333,1015.2916666666666,3.0
2012-10-30,288.44125,84.33333333333333,1017.7083333333334,3.25
2012-10-31,287.40375,84.41666666666667,1017.875,3.75
2012-11-01,288.12791666666664,80.79166666666667,1016.0,2.7083333333333335
2012-11-02,288.85541666666666,76.125,1016.25,2.3333333333333335
2012-11-03,286.38625,69.875,1017.5,2.625
2012-11-04,287.12937500000004,70.54166666666667,1018.5416666666666,1.9583333333333333
2012-11-05,289.59520833333335,68.33333333333333,1020.125,1.9166666666666667
2012-11-06,292.79956521739126,55.391304347826086,1014.1304347826087,1.6521739130434783
2012-11-07,291.37875,70.20833333333333,1017.7916666666666,0.5833333333333334
2012-11-08,288.1304166666667,78.875,1017.0833333333334,3.7916666666666665
2012-11-09,286.20130434782607,65.52173913043478,1014.9565217391304,5.6521739130434785
2012-11-10,282.42727272727274,65.81818181818181,1013.4545454545455,2.409090909090909
2012-11-11,283.195,59.5,1018.7083333333334,4.25
2012-11-12,282.6379166666667,62.208333333333336,1019.3333333333334,1.9583333333333333
2012-11-13,282.57,64.375,1027.5833333333333,0.875
2012-11-14,284.30875,55.0,1024.5416666666667,1.4583333333333333
2012-11-15,287.09521739130435,53.69565217391305,1019.1739130434783,1.7391304347826086
2012-11-16,287.00708333333336,59.791666666666664,1013.75,2.4583333333333335
2012-11-17,288.37375000000003,64.75,1013.9583333333334,1.5416666666666667
2012-11-18,287.6504166666667,82.83333333333333,1011.9583333333334,3.25
2012-11-19,286.2629166666667,75.0,1017.3333333333334,3.0
2012-11-20,286.92826086956524,59.0,1022.0434782608696,2.4782608695652173
2012-11-21,288.3208333333333,70.66666666666667,1020.6666666666666,3.9166666666666665
2012-11-22,288.68833333333333,77.75,1019.0416666666666,4.208333333333333
2012-11-23,284.59791666666666,70.375,1023.0416666666666,2.3333333333333335
2012-11-24,284.83458333333334,71.91666666666667,1023.0,1.8333333333333333
2012-11-25,285.61375000000004,72.33333333333333,1021.4583333333334,0.7083333333333334
2012-11-26,285.0391666666667,81.33333333333333,1016.9583333333334,3.1666666666666665
2012-11-27,283.74478260869563,82.34782608695652,1016.1739130434783,1.2173913043478262
2012-11-28,285.22875,79.83333333333333,1018.375,1.0833333333333333
2012-11-29,286.95666666666665,70.95833333333333,1014.0833333333334,5.583333333333333
2012-11-30,287.5152083333333,81.08333333333333,1013.9583333333334,5.416666666666667
2012-12-01,288.7445833333333,84.20833333333333,1011.625,7.875
2012-12-02,288.04291666666666,81.20833333333333,1015.625,4.875
2012-12-03,288.175,80.875,1012.1666666666666,8.166666666666666
2012-12-04,283.2758333333333,76.75,1020.125,1.375
2012-12-05,285.66395833333337,75.45833333333333,1022.375,1.3333333333333333
2012-12-06,287.9225,78.45833333333333,1020.875,3.0416666666666665
2012-12-07,286.7085416666667,79.20833333333333,1019.9583333333334,3.4166666666666665
2012-12-08,283.965,78.41666666666667,1019.9166666666666,1.5416666666666667
2012-12-09,283.8775,66.04166666666667,1013.75,1.4583333333333333
